id_usuario;encontrado;tiempo
67734766;false;93
24044547;false;94
87784079;false;94
14243680;false;94
84152827;false;94
36639489;false;94
21376372;false;94
91300293;false;94
70373671;false;94
21894086;false;94
14774674;false;94
37110881;false;94
24313537;false;94
59767302;false;94
71531691;false;94
65493659;false;94
2941148;false;94
88325629;false;94
96724497;false;94
96101907;false;94
44575587;false;94
42938533;false;94
84288896;false;94
52791849;false;94
96512247;false;94
8363023;false;94
11050395;false;94
1211740;false;94
22491589;false;94
76075826;false;94
77537791;false;94
41742992;false;94
64603176;false;94
32583096;false;94
2270110;false;94
90000100;false;94
23007747;false;94
98892877;false;94
62887011;false;94
20041425;false;94
44433755;false;94
11406316;false;94
14484059;false;94
73621328;false;94
69277154;false;94
37482486;false;94
94998285;false;94
52923784;false;94
61037558;false;94
38607794;false;94
41534713;false;94
54896489;false;94
93691811;false;94
54554529;false;94
96046739;false;94
9001355;false;94
27515182;false;94
57325337;false;94
54409958;false;94
80298633;false;94
62995603;false;94
68640475;false;94
75305054;false;94
37757110;false;94
88846731;false;94
75028843;false;94
4697460;false;94
83380383;false;94
56047954;false;94
23593737;false;94
76125542;false;94
83668143;false;94
20770535;false;94
57435841;false;94
43770222;false;94
94037549;false;94
90596472;false;94
64676373;false;94
3592352;false;94
5806189;false;94
34028499;false;94
93602639;false;94
98657281;false;94
35680151;false;94
98792004;false;94
23018259;false;94
83153666;false;94
74657386;false;94
97625452;false;94
35287247;false;94
43194207;false;94
71930533;false;94
75861310;false;94
36165721;false;94
81729551;false;94
68339966;false;94
15768619;false;94
32579182;false;94
12361969;false;94
57413248;false;94
7091123;false;94
83952782;false;94
74474376;false;94
58327634;false;94
57834543;false;94
73705280;false;94
66092206;false;94
18354001;false;94
89087971;false;94
1583095;false;94
9888139;false;94
22227927;false;94
41916168;false;94
93314537;false;94
69613655;false;94
84438168;false;94
53349009;false;94
44133835;false;94
19168101;false;94
37731244;false;94
4713384;false;94
45568858;false;94
29283700;false;94
80949483;false;94
84069438;false;94
12665508;false;94
61913262;false;94
42646082;false;94
85177074;false;94
85163868;false;94
76839890;false;94
95153301;false;94
98338935;false;94
8830539;false;94
54939790;false;94
77253590;false;94
42829090;false;94
69691079;false;94
84091581;false;94
76475723;false;94
82857313;false;94
27546597;false;94
72649937;false;94
59412451;false;94
72851783;false;94
62767517;false;94
72694285;false;94
69216903;false;94
72802418;false;94
48806385;false;94
1854079;false;94
94683394;false;94
45364152;false;94
95439271;false;94
20544001;false;94
76254597;false;94
89842929;false;94
50002714;false;94
11331888;false;94
29206389;false;94
61975723;false;94
79375899;false;94
16712143;false;94
95021091;false;94
26252656;false;94
53417634;false;94
79985231;false;94
47709620;false;94
80604548;false;94
14227580;false;94
31947222;false;94
98786336;false;94
54159244;false;94
3027585;false;94
84768636;false;94
75336205;false;94
64821739;false;94
74657582;false;94
33307254;false;94
60831354;false;94
43082066;false;94
78351732;false;94
49615488;false;94
5667372;false;94
55809926;false;94
40760181;false;94
70737650;false;94
71022623;false;94
77703154;false;94
65146429;false;94
61425562;false;94
41252461;false;94
15211598;false;94
14286824;false;94
38332365;false;94
32835388;false;94
18923017;false;94
8365925;false;94
91915585;false;94
93691197;false;94
3405111;false;94
61317407;false;94
58530750;false;94
30624242;false;94
88134837;false;94
32838874;false;94
86002516;false;94
35652659;false;94
69084123;false;94
23341747;false;94
13077885;false;94
27803732;false;94
13563316;false;94
38357891;false;94
